 nodes				 score
 36015				0.021479
 36016				0.021479
 36019				0.021479
 36024				0.021479
 36025				0.021479
 36026				0.021479
 36028				0.021479
 36030				0.021479
 36031				0.021479
 36032				0.021479
 36034				0.021479
 36035				0.021479
 36036				0.021479
 36037				0.021479
 36039				0.021479
 36040				0.021479
 36041				0.021479
 36042				0.021479
 36043				0.021479
 36074				0.021479
 36075				0.021479
 36076				0.021479
 36077				0.021479
 36082				0.021479
 36083				0.021479
 36084				0.021479
 36085				0.021479
 36087				0.021479
 36095				0.021479
 36096				0.021479
 36099				0.021479
 36101				0.021479
 36102				0.021479
 36103				0.021479
 36104				0.021479
 36111				0.021479
 36119				0.021479
 36120				0.021479
 36121				0.021479
 36122				0.021479
 36123				0.021479
 36124				0.021479
 36125				0.021479
 36126				0.021479
 36127				0.021479
 36128				0.021479
 36129				0.021479
 36130				0.021479
 36132				0.021479
 36133				0.021479
 36134				0.021479
 36135				0.021479
 36138				0.021479
 36139				0.021479
 36146				0.021479
 36152				0.021479
 36153				0.021479
 36155				0.021479
 36164				0.021479
 36168				0.021479
 36178				0.021479
 36179				0.021479
 36180				0.021479
 36181				0.021479
 36182				0.021479
 36183				0.021479
 36191				0.021479
 36192				0.021479
 36202				0.021479
 36204				0.021479
 36205				0.021479
 36208				0.021479
 36209				0.021479
 36212				0.021479
 36214				0.021479
 36215				0.021479
 36218				0.021479
 36219				0.021479
 36221				0.021479
 36222				0.021479
 36225				0.021479
 36230				0.021479
 36231				0.021479
 36236				0.021479
 36237				0.021479
 36241				0.021479
 36242				0.021479
 36244				0.021479
 36249				0.021479
 36256				0.021479
 36257				0.021479
 36258				0.021479
 36259				0.021479
 36260				0.021479
 36279				0.021479
 36308				0.021479
 36313				0.021479
 36323				0.021479
 36324				0.021479
 36325				0.021479
 36326				0.021479
 36328				0.021479
 36332				0.021479
 36335				0.021479
 36336				0.021479
 36337				0.021479
 36342				0.021479
 36343				0.021479
 36344				0.021479
 36347				0.021479
 36348				0.021479
 36352				0.021479
 36355				0.021479
 36356				0.021479
 36358				0.021479
 36360				0.021479
 36364				0.021479
 36365				0.021479
 36366				0.021479
 36367				0.021479
 36368				0.021479
 36370				0.021479
 36371				0.021479
 36375				0.021479
 36376				0.021479
 36377				0.021479
 36378				0.021479
 36387				0.021479
 36388				0.021479
 36389				0.021479
 36390				0.021479
 36392				0.021479
 36394				0.021479
 36396				0.021479
 36398				0.021479
 36402				0.021479
 36405				0.021479
 36406				0.021479
 36407				0.021479
 36414				0.021479
 36415				0.021479
 36416				0.021479
 36428				0.021479
 36429				0.021479
 36431				0.021479
 36433				0.021479
 36434				0.021479
 36436				0.021479
 36437				0.021479
 36438				0.021479
 36443				0.021479
 36444				0.021479
 36449				0.021479
 36452				0.021479
 36454				0.021479
 36455				0.021479
 36461				0.021479
 36462				0.021479
 36463				0.021479
 36469				0.021479
 36471				0.021479
 36487				0.021479
 36488				0.021479
 36489				0.021479
 36490				0.021479
 36491				0.021479
 36494				0.021479
 36496				0.021479
 36497				0.021479
 36502				0.021479
 36504				0.021479
 36505				0.021479
 36506				0.021479
 36507				0.021479
 36509				0.021479
 36511				0.021479
 36512				0.021479
 36515				0.021479
 36516				0.021479
 36517				0.021479
 36518				0.021479
 36520				0.021479
 36530				0.021479
 36533				0.021479
 36542				0.021479
 36543				0.021479
 36552				0.021479
 36558				0.021479
 36559				0.021479
 36565				0.021479
 36573				0.021479
 36576				0.021479
 36577				0.021479
 36590				0.021479
 36591				0.021479
 36592				0.021479
 36593				0.021479
 36596				0.021479
 36597				0.021479
 36599				0.021479
 36600				0.021479
 36602				0.021479
 36604				0.021479
 36605				0.021479
 36606				0.021479
 36614				0.021479
 36615				0.021479
 36616				0.021479
 36618				0.021479
 36619				0.021479
 36620				0.021479
 36622				0.021479
 36623				0.021479
 36635				0.021479
 36644				0.021479
 36647				0.021479
 36648				0.021479
 36649				0.021479
 36650				0.021479
 36651				0.021479
 36654				0.021479
 36655				0.021479
 36820				0.021479
 36852				0.021479
 36856				0.021479
 36862				0.021479
 36867				0.021479
 36868				0.021479
 36869				0.021479
 36871				0.021479
 36872				0.021479
 36873				0.021479
 36874				0.021479
 36876				0.021479
 36879				0.021479
 36880				0.021479
 36882				0.021479
 36885				0.021479
 36887				0.021479
 36888				0.021479
 36889				0.021479
 36893				0.021479
 36894				0.021479
 36898				0.021479
 36900				0.021479
 36901				0.021479
 36902				0.021479
 36905				0.021479
 36906				0.021479
 36907				0.021479
 36908				0.021479
 36909				0.021479
 36910				0.021479
 36911				0.021479
 36912				0.021479
 36913				0.021479
 36915				0.021479
 36916				0.021479
 36918				0.021479
 36919				0.021479
 36920				0.021479
 36921				0.021479
 36950				0.021479
 36951				0.021479
 36953				0.021479
 36954				0.021479
 36955				0.021479
 36956				0.021479
 36958				0.021479
 36960				0.021479
 36961				0.021479
 36964				0.021479
 36966				0.021479
 36968				0.021479
 36975				0.021479
 36976				0.021479
 36979				0.021479
 36982				0.021479
 36983				0.021479
 36985				0.021479
 36986				0.021479
 36987				0.021479
 36989				0.021479
 36990				0.021479
 36991				0.021479
 36996				0.021479
 37012				0.021479
 37013				0.021479
 37014				0.021479
 37015				0.021479
 37018				0.021479
 37019				0.021479
 37020				0.021479
 37026				0.021479
 37029				0.021479
 37030				0.021479
 37031				0.021479
 37032				0.021479
 37033				0.021479
 37038				0.021479
 37039				0.021479
 37040				0.021479
 37041				0.021479
 37044				0.021479
 37047				0.021479
 37048				0.021479
 37049				0.021479
 37050				0.021479
 37051				0.021479
 37052				0.021479
 37053				0.021479
 37055				0.021479
 37057				0.021479
 37058				0.021479
 37059				0.021479
 37060				0.021479
 37061				0.021479
 37062				0.021479
 37063				0.021479
 37064				0.021479
 37065				0.021479
 37066				0.021479
 37068				0.021479
 37076				0.021479
 37081				0.021479
 37082				0.021479
 37083				0.021479
 37087				0.021479
 37088				0.021479
 37123				0.021479
 37124				0.021479
 37125				0.021479
 37137				0.021479
 37138				0.021479
 37160				0.021479
 37162				0.021479
 37164				0.021479
 37166				0.021479
 37167				0.021479
 37170				0.021479
 37171				0.021479
 37173				0.021479
 37175				0.021479
 37183				0.021479
 37186				0.021479
 37190				0.021479
 37191				0.021479
 37192				0.021479
 37194				0.021479
 37195				0.021479
 37196				0.021479
 37197				0.021479
 37198				0.021479
 37199				0.021479
 37200				0.021479
 37201				0.021479
 37204				0.021479
 37205				0.021479
 37206				0.021479
 37207				0.021479
 37208				0.021479
 37212				0.021479
 37216				0.021479
 37217				0.021479
 37218				0.021479
 37219				0.021479
 37220				0.021479
 37221				0.021479
 37222				0.021479
 37223				0.021479
 37224				0.021479
 37227				0.021479
 37228				0.021479
 37229				0.021479
 37230				0.021479
 37231				0.021479
 37232				0.021479
 37233				0.021479
 37238				0.021479
 37240				0.021479
 37243				0.021479
 37254				0.021479
 37255				0.021479
 37256				0.021479
 37257				0.021479
 37258				0.021479
 37259				0.021479
 37264				0.021479
 37266				0.021479
 37268				0.021479
 37270				0.021479
 37271				0.021479
 37272				0.021479
 37273				0.021479
 37274				0.021479
 37276				0.021479
 37278				0.021479
 37281				0.021479
 37282				0.021479
 37283				0.021479
 37284				0.021479
 37286				0.021479
 37293				0.021479
 37294				0.021479
 37295				0.021479
 37296				0.021479
 37301				0.021479
 37335				0.021479
 37336				0.021479
 37337				0.021479
 37338				0.021479
 37340				0.021479
 37342				0.021479
 37343				0.021479
 37344				0.021479
 37367				0.021479
 37369				0.021479
 37370				0.021479
 37374				0.021479
 37376				0.021479
 37380				0.021479
 37381				0.021479
 37387				0.021479
 37392				0.021479
 37394				0.021479
 37406				0.021479
 37408				0.021479
 37411				0.021479
 37412				0.021479
 37416				0.021479
 37444				0.021479
 37447				0.021479
 37448				0.021479
 37450				0.021479
 37460				0.021479
 37461				0.021479
 37462				0.021479
 37463				0.021479
 37468				0.021479
 37474				0.021479
 37489				0.021479
 37494				0.021479
 37495				0.021479
 37498				0.021479
 37499				0.021479
 37500				0.021479
 37501				0.021479
 37502				0.021479
 37504				0.021479
 37505				0.021479
 37508				0.021479
 37509				0.021479
 37511				0.021479
 37514				0.021479
 37515				0.021479
 37516				0.021479
 37517				0.021479
 37518				0.021479
 37521				0.021479
 37522				0.021479
 37523				0.021479
 37525				0.021479
 37528				0.021479
 37532				0.021479
 37533				0.021479
 37538				0.021479
 37541				0.021479
 37543				0.021479
 37546				0.021479
 37550				0.021479
 37554				0.021479
 37555				0.021479
 37557				0.021479
 37561				0.021479
 37562				0.021479
 37590				0.021479
 37598				0.021479
 37600				0.021479
 37636				0.021479
 37637				0.021479
 37638				0.021479
 37642				0.021479
 37643				0.021479
 37644				0.021479
 37645				0.021479
 37646				0.021479
 37657				0.021479
 37658				0.021479
 37662				0.021479
 37663				0.021479
 37664				0.021479
 37667				0.021479
 37668				0.021479
 37669				0.021479
 37670				0.021479
 37671				0.021479
 37672				0.021479
 37673				0.021479
 37674				0.021479
 37675				0.021479
 37676				0.021479
 37677				0.021479
 37679				0.021479
 37682				0.021479
 37685				0.021479
 37687				0.021479
 37699				0.021479
 37701				0.021479
 37711				0.021479
 37712				0.021479
 37714				0.021479
 37715				0.021479
 37716				0.021479
 37717				0.021479
 37719				0.021479
 37720				0.021479
 37721				0.021479
 37725				0.021479
 37737				0.021479
 37740				0.021479
 37741				0.021479
 37743				0.021479
 37752				0.021479
 37754				0.021479
 37755				0.021479
 37756				0.021479
 37760				0.021479
 37761				0.021479
 37763				0.021479
 37765				0.021479
 37775				0.021479
 37777				0.021479
 37779				0.021479
 37782				0.021479
 37783				0.021479
 37786				0.021479
 37788				0.021479
 37790				0.021479
 37793				0.021479
 37796				0.021479
 37797				0.021479
 37798				0.021479
 37800				0.021479
 37801				0.021479
 37806				0.021479
 37808				0.021479
 37810				0.021479
 37819				0.021479
 37820				0.021479
 37821				0.021479
 37826				0.021479
 37827				0.021479
 37830				0.021479
 37831				0.021479
 37832				0.021479
 37834				0.021479
 37835				0.021479
 37836				0.021479
 37838				0.021479
 37839				0.021479
 37840				0.021479
 37841				0.021479
 37842				0.021479
 37844				0.021479
 37845				0.021479
 37846				0.021479
 37847				0.021479
 37848				0.021479
 37849				0.021479
 37850				0.021479
 37851				0.021479
 37852				0.021479
 37853				0.021479
 37855				0.021479
 37859				0.021479
 37860				0.021479
 37861				0.021479
 37862				0.021479
 37863				0.021479
 37864				0.021479
 37865				0.021479
 37866				0.021479
 37875				0.021479
 37876				0.021479
 37878				0.021479
 37884				0.021479
 37974				0.021479
 38075				0.021479
 38078				0.021479
 38079				0.021479
 38080				0.021479
 38082				0.021479
 38085				0.021479
 38098				0.021479
 38226				0.021479
 38228				0.021479
 38229				0.021479
 38237				0.021479
 38238				0.021479
 38239				0.021479
 38249				0.021479
 38253				0.021479
 38254				0.021479
 38255				0.021479
 38257				0.021479
 38258				0.021479
 38260				0.021479
 38261				0.021479
 38262				0.021479
 38263				0.021479
 38264				0.021479
 38265				0.021479
 38272				0.021479
 38273				0.021479
 38289				0.021479
 38290				0.021479
 38300				0.021479
 38301				0.021479
 38302				0.021479
 38306				0.021479
 38307				0.021479
 38308				0.021479
 38316				0.021479
 38317				0.021479
 38327				0.021479
 38328				0.021479
 38331				0.021479
 38342				0.021479
 38343				0.021479
 38344				0.021479
 38359				0.021479
 38379				0.021479
 38380				0.021479
 38381				0.021479
 38383				0.021479
 38385				0.021479
 38394				0.021479
 38398				0.021479
 38408				0.021479
 38415				0.021479
 38416				0.021479
 38418				0.021479
 38420				0.021479
 38426				0.021479
 38428				0.021479
 38429				0.021479
 38430				0.021479
 38431				0.021479
 38432				0.021479
 38433				0.021479
 38435				0.021479
 38436				0.021479
 38437				0.021479
 38438				0.021479
 38439				0.021479
 38449				0.021479
 38462				0.021479
 38463				0.021479
 38464				0.021479
 38469				0.021479
 38470				0.021479
 38471				0.021479
 38482				0.021479
 38483				0.021479
 38485				0.021479
 38486				0.021479
 38487				0.021479
 38488				0.021479
 38491				0.021479
 38492				0.021479
 38499				0.021479
 38500				0.021479
 38502				0.021479
 38503				0.021479
 38508				0.021479
 38530				0.021479
 38531				0.021479
 38532				0.021479
 38533				0.021479
 38539				0.021479
 38544				0.021479
 38547				0.021479
 38548				0.021479
 38549				0.021479
 38550				0.021479
 38555				0.021479
 38556				0.021479
 38557				0.021479
 38563				0.021479
 38564				0.021479
 38578				0.021479
 38579				0.021479
 38612				0.021479
 38666				0.021479
 38667				0.021479
 38668				0.021479
 38669				0.021479
 38670				0.021479
 38671				0.021479
 38672				0.021479
 38674				0.021479
 38675				0.021479
 38685				0.021479
 38686				0.021479
 38688				0.021479
 38689				0.021479
 38690				0.021479
 38691				0.021479
 38696				0.021479
 38697				0.021479
 38699				0.021479
 38703				0.021479
 38704				0.021479
 38705				0.021479
 38713				0.021479
 38716				0.021479
 38717				0.021479
 38718				0.021479
 38719				0.021479
 38724				0.021479
 38725				0.021479
 38730				0.021479
 38731				0.021479
 38732				0.021479
 38734				0.021479
 38737				0.021479
 38739				0.021479
 38740				0.021479
 38741				0.021479
 38742				0.021479
 38743				0.021479
 38779				0.021479
 38781				0.021479
 38784				0.021479
 38785				0.021479
 38786				0.021479
 38827				0.021479
 38829				0.021479
 38830				0.021479
 38831				0.021479
 38832				0.021479
 38833				0.021479
 38837				0.021479
 38840				0.021479
 38842				0.021479
 38843				0.021479
 38845				0.021479
 38850				0.021479
 38853				0.021479
 38855				0.021479
 38857				0.021479
 38858				0.021479
 38859				0.021479
 38862				0.021479
 38877				0.021479
 38881				0.021479
 38882				0.021479
 38883				0.021479
 38892				0.021479
 38893				0.021479
 38894				0.021479
 38896				0.021479
 38898				0.021479
 38899				0.021479
 38900				0.021479
 38904				0.021479
 38905				0.021479
 38912				0.021479
 38913				0.021479
 38915				0.021479
 38916				0.021479
 38956				0.021479
 38963				0.021479
 38964				0.021479
 38966				0.021479
 38967				0.021479
 38983				0.021479
 38984				0.021479
 38985				0.021479
 38987				0.021479
 38989				0.021479
 38990				0.021479
 39008				0.021479
 39010				0.021479
 39012				0.021479
 39013				0.021479
 39014				0.021479
 39015				0.021479
 39023				0.021479
 39024				0.021479
 39025				0.021479
 39026				0.021479
 39027				0.021479
 39028				0.021479
 39029				0.021479
 39030				0.021479
 39031				0.021479
 39032				0.021479
 39033				0.021479
 39034				0.021479
 39035				0.021479
 39036				0.021479
 39037				0.021479
 39038				0.021479
 39039				0.021479
 39040				0.021479
 39041				0.021479
 39042				0.021479
 39043				0.021479
 39046				0.021479
 39055				0.021479
 39056				0.021479
 39058				0.021479
 39079				0.021479
 39083				0.021479
 39092				0.021479
 39094				0.021479
 39095				0.021479
 39097				0.021479
 39098				0.021479
 39099				0.021479
 39100				0.021479
 39113				0.021479
 39114				0.021479
 39117				0.021479
 39118				0.021479
 39123				0.021479
 39124				0.021479
 39131				0.021479
 39140				0.021479
 39146				0.021479
 39147				0.021479
 39148				0.021479
 39150				0.021479
 39151				0.021479
 39158				0.021479
 39166				0.021479
 39167				0.021479
 39171				0.021479
 39172				0.021479
 39173				0.021479
 39174				0.021479
 39178				0.021479
 39181				0.021479
 39184				0.021479
 39185				0.021479
 39186				0.021479
 39197				0.021479
 39199				0.021479
 39201				0.021479
 39204				0.021479
 39205				0.021479
 39206				0.021479
 39208				0.021479
 39209				0.021479
 39210				0.021479
 39215				0.021479
 39238				0.021479
 39239				0.021479
 39248				0.021479
 39250				0.021479
 39251				0.021479
 39252				0.021479
 39255				0.021479
 39260				0.021479
 39265				0.021479
 39267				0.021479
 39268				0.021479
 39269				0.021479
 39272				0.021479
 39278				0.021479
 39279				0.021479
 39280				0.021479
 39282				0.021479
 39291				0.021479
 39292				0.021479
 39295				0.021479
 39296				0.021479
 39297				0.021479
 39298				0.021479
 39305				0.021479
 39306				0.021479
 39307				0.021479
 39309				0.021479
 39310				0.021479
 39311				0.021479
 39312				0.021479
 39313				0.021479
 39319				0.021479
 39333				0.021479
 39339				0.021479
 39359				0.021479
 39360				0.021479
 39361				0.021479
 39362				0.021479
 39363				0.021479
 39364				0.021479
 39365				0.021479
 39366				0.021479
 39367				0.021479
 39368				0.021479
 39369				0.021479
 39370				0.021479
 39371				0.021479
 39372				0.021479
 39373				0.021479
 39374				0.021479
 39375				0.021479
 39377				0.021479
 39382				0.021479
 39391				0.021479
 39392				0.021479
 39394				0.021479
 39395				0.021479
 39402				0.021479
 39403				0.021479
 39445				0.021479
 39446				0.021479
 39452				0.021479
 39462				0.021479
 39463				0.021479
 39464				0.021479
 39465				0.021479
 39468				0.021479
 39475				0.021479
 39478				0.021479
 39479				0.021479
 39480				0.021479
 39482				0.021479
 39483				0.021479
 39522				0.021479
 39526				0.021479
 39530				0.021479
 39531				0.021479
 39532				0.021479
 39533				0.021479
 39534				0.021479
 39535				0.021479
 39537				0.021479
 39541				0.021479
 39542				0.021479
 39547				0.021479
 39548				0.021479
 39557				0.021479
 39558				0.021479
 39559				0.021479
 39560				0.021479
 39561				0.021479
 39562				0.021479
 39563				0.021479
 39564				0.021479
 39565				0.021479
 39566				0.021479
 39567				0.021479
 39568				0.021479
 39569				0.021479
 39570				0.021479
 39571				0.021479
 39572				0.021479
 39573				0.021479
 39574				0.021479
 39575				0.021479
 39576				0.021479
 39577				0.021479
 39578				0.021479
 39579				0.021479
 39580				0.021479
 39581				0.021479
 39582				0.021479
 39583				0.021479
 39584				0.021479
 39585				0.021479
 39586				0.021479
 39587				0.021479
 39588				0.021479
 39589				0.021479
 39590				0.021479
 39591				0.021479
 39592				0.021479
 39593				0.021479
 39594				0.021479
 39595				0.021479
 39596				0.021479
 39597				0.021479
 39598				0.021479
 39599				0.021479
 39600				0.021479
 39601				0.021479
 39602				0.021479
 39603				0.021479
 39604				0.021479
 39605				0.021479
 39606				0.021479
 39607				0.021479
 39608				0.021479
 39609				0.021479
 39610				0.021479
 39612				0.021479
 39616				0.021479
 39617				0.021479
 39619				0.021479
 39621				0.021479
 39622				0.021479
 39623				0.021479
 39624				0.021479
 39625				0.021479
 39627				0.021479
 39628				0.021479
 39629				0.021479
 39632				0.021479
 39643				0.021479
 39646				0.021479
 39648				0.021479
 39650				0.021479
 39651				0.021479
 39657				0.021479
 39660				0.021479
 39675				0.021479
 39680				0.021479
 39681				0.021479
 39682				0.021479
 39685				0.021479
 39686				0.021479
 39690				0.021479
 39691				0.021479
 39698				0.021479
 39699				0.021479
 39700				0.021479
 39702				0.021479
 39717				0.021479
 39718				0.021479
 39719				0.021479
 39723				0.021479
 39731				0.021479
 39732				0.021479
 39735				0.021479
 39736				0.021479
 39738				0.021479
 39740				0.021479
 39746				0.021479
 39747				0.021479
 39748				0.021479
 39772				0.021479
 39776				0.021479
 39780				0.021479
 39783				0.021479
 39807				0.021479
 39810				0.021479
 39811				0.021479
 39812				0.021479
 39813				0.021479
 39821				0.021479
 39822				0.021479
 39831				0.021479
 39832				0.021479
 39834				0.021479
 39838				0.021479
 39839				0.021479
 39842				0.021479
 39843				0.021479
 39844				0.021479
 39845				0.021479
 39846				0.021479
 39847				0.021479
 39850				0.021479
 39851				0.021479
 39852				0.021479
 39854				0.021479
 39855				0.021479
 39856				0.021479
 39857				0.021479
 39858				0.021479
 39865				0.021479
 39866				0.021479
 39867				0.021479
 39872				0.021479
 39873				0.021479
 39882				0.021479
 39884				0.021479
 39889				0.021479
 39890				0.021479
 39892				0.021479
 39893				0.021479
 39899				0.021479
 39900				0.021479
 39903				0.021479
 39904				0.021479
 39905				0.021479
 39906				0.021479
 39908				0.021479
 39910				0.021479
 39912				0.021479
 39913				0.021479
 39914				0.021479
 39915				0.021479
 39916				0.021479
 39917				0.021479
 39918				0.021479
 39919				0.021479
 39920				0.021479
 39921				0.021479
 39922				0.021479
 39924				0.021479
 39925				0.021479
 39945				0.021479
 39946				0.021479
 39947				0.021479
 39948				0.021479
 39949				0.021479
 39950				0.021479
 39952				0.021479
 39953				0.021479
 39954				0.021479
 39955				0.021479
 39956				0.021479
 39957				0.021479
 39958				0.021479
 39959				0.021479
 39961				0.021479
 39962				0.021479
 39965				0.021479
 39993				0.021479
 39995				0.021479
 39996				0.021479
 39997				0.021479
 39998				0.021479
 39999				0.021479
 40000				0.021479
 40001				0.021479
 40002				0.021479
 40003				0.021479
 40004				0.021479
 40005				0.021479
 40006				0.021479
 40010				0.021479
 40011				0.021479
 40012				0.021479
 40018				0.021479
 40019				0.021479
 40023				0.021479
 40025				0.021479
 40026				0.021479
 40027				0.021479
 40028				0.021479
 40033				0.021479
 40034				0.021479
 40038				0.021479
 40040				0.021479
 40041				0.021479
 40042				0.021479
 40043				0.021479
 40044				0.021479
 40047				0.021479
 40056				0.021479
 40058				0.021479
 40068				0.021479
 40083				0.021479
 40084				0.021479
 40085				0.021479
 40086				0.021479
 40087				0.021479
 40089				0.021479
 40090				0.021479
 40092				0.021479
 40094				0.021479
 40095				0.021479
 40097				0.021479
 40103				0.021479
 40105				0.021479
 40106				0.021479
 40108				0.021479
 40109				0.021479
 40115				0.021479
 40116				0.021479
 40117				0.021479
 40121				0.021479
 40123				0.021479
 40125				0.021479
 40130				0.021479
 40132				0.021479
 40133				0.021479
 40135				0.021479
 40146				0.021479
 40150				0.021479
 40151				0.021479
 40152				0.021479
 40153				0.021479
 40156				0.021479
 40161				0.021479
 40162				0.021479
 40163				0.021479
 40170				0.021479
 40171				0.021479
 40172				0.021479
 40178				0.021479
 40179				0.021479
 40180				0.021479
 40181				0.021479
 40188				0.021479
 40198				0.021479
 40199				0.021479
 40213				0.021479
 40222				0.021479
 40223				0.021479
 40265				0.021479
 40266				0.021479
 40267				0.021479
 40268				0.021479
 40271				0.021479
 40272				0.021479
 40273				0.021479
 40274				0.021479
 40299				0.021479
 40316				0.021479
 40318				0.021479
 40332				0.021479
 40335				0.021479
 40336				0.021479
 40346				0.021479
 40347				0.021479
 40351				0.021479
 40370				0.021479
 40371				0.021479
 40372				0.021479
 40373				0.021479
 40379				0.021479
 40380				0.021479
 40383				0.021479
 40405				0.021479
 40409				0.021479
 40410				0.021479
 40411				0.021479
 40412				0.021479
 40413				0.021479
 40415				0.021479
 40428				0.021479
 40437				0.021479
 40439				0.021479
 40440				0.021479
 40441				0.021479
 40442				0.021479
 40443				0.021479
 40454				0.021479
 40455				0.021479
 40456				0.021479
 40457				0.021479
 40458				0.021479
 40459				0.021479
 40460				0.021479
 40461				0.021479
 40463				0.021479
 40464				0.021479
 40465				0.021479
 40466				0.021479
 40468				0.021479
 40469				0.021479
 40474				0.021479
 40476				0.021479
 40477				0.021479
 40478				0.021479
 40479				0.021479
 40484				0.021479
 40487				0.021479
 40488				0.021479
 40489				0.021479
 40490				0.021479
 40491				0.021479
 40492				0.021479
 40494				0.021479
 40501				0.021479
 40502				0.021479
 40503				0.021479
 40504				0.021479
 40505				0.021479
 40506				0.021479
 40509				0.021479
 40510				0.021479
 40512				0.021479
 40514				0.021479
 40534				0.021479
 40535				0.021479
 40536				0.021479
 40537				0.021479
 40539				0.021479
 40546				0.021479
 40547				0.021479
 40548				0.021479
 40550				0.021479
 40554				0.021479
 40556				0.021479
 40558				0.021479
 40572				0.021479
 40574				0.021479
 40575				0.021479
 40576				0.021479
 40577				0.021479
 40579				0.021479
 40580				0.021479
 40581				0.021479
 40582				0.021479
 40584				0.021479
 40588				0.021479
 40594				0.021479
 40602				0.021479
 40603				0.021479
 40604				0.021479
 40606				0.021479
 40608				0.021479
 40609				0.021479
 40610				0.021479
 40612				0.021479
 40613				0.021479
 40614				0.021479
 40615				0.021479
 40627				0.021479
 40635				0.021479
 40636				0.021479
 40637				0.021479
 40638				0.021479
 40639				0.021479
 40641				0.021479
 40642				0.021479
 40643				0.021479
 40646				0.021479
 40647				0.021479
 40648				0.021479
 40652				0.021479
 40654				0.021479
 40655				0.021479
 40657				0.021479
 40658				0.021479
 40659				0.021479
 40660				0.021479
 40661				0.021479
 40664				0.021479
 40665				0.021479
 40666				0.021479
 40667				0.021479
 40669				0.021479
 40671				0.021479
 40674				0.021479
 40675				0.021479
 40687				0.021479
 40689				0.021479
 40690				0.021479
 40691				0.021479
 40697				0.021479
 40698				0.021479
 40699				0.021479
 40701				0.021479
 40702				0.021479
 40706				0.021479
 40710				0.021479
 40711				0.021479
 40713				0.021479
 40725				0.021479
 40727				0.021479
 40728				0.021479
 40729				0.021479
 40732				0.021479
 40733				0.021479
 40734				0.021479
 40742				0.021479
 40745				0.021479
 40748				0.021479
 40751				0.021479
 40754				0.021479
 40755				0.021479
 40758				0.021479
 40759				0.021479
 40760				0.021479
 40766				0.021479
 40769				0.021479
 40772				0.021479
 40773				0.021479
 40776				0.021479
 40777				0.021479
 40783				0.021479
 40784				0.021479
 40785				0.021479
 40788				0.021479
 40789				0.021479
 40791				0.021479
 40799				0.021479
 40800				0.021479
 40801				0.021479
 40802				0.021479
 40803				0.021479
 40804				0.021479
 40805				0.021479
 40806				0.021479
 40807				0.021479
 40809				0.021479
 40812				0.021479
 40813				0.021479
 40815				0.021479
 40816				0.021479
 40817				0.021479
 40818				0.021479
 40824				0.021479
 40825				0.021479
 40826				0.021479
 40828				0.021479
 40830				0.021479
 40832				0.021479
 40840				0.021479
 40849				0.021479
 40850				0.021479
 40859				0.021479
 40860				0.021479
 40861				0.021479
 40862				0.021479
 40863				0.021479
 40864				0.021479
 40878				0.021479
 40880				0.021479
 40881				0.021479
 40882				0.021479
 40917				0.021479
 40922				0.021479
 40923				0.021479
 40928				0.021479
 40929				0.021479
 40930				0.021479
 40931				0.021479
 40935				0.021479
 40938				0.021479
 40939				0.021479
 40942				0.021479
 40943				0.021479
 40950				0.021479
 40952				0.021479
 40955				0.021479
 40956				0.021479
 40957				0.021479
 40960				0.021479
 40962				0.021479
 40964				0.021479
 40965				0.021479
 40966				0.021479
 40967				0.021479
 40968				0.021479
 40969				0.021479
 40977				0.021479
 40978				0.021479
 40980				0.021479
 40981				0.021479
 40982				0.021479
 40985				0.021479
 40986				0.021479
 40987				0.021479
 40989				0.021479
 40991				0.021479
 40995				0.021479
 40996				0.021479
 40997				0.021479
 41005				0.021479
 41007				0.021479
 41015				0.021479
 41016				0.021479
 41017				0.021479
 41020				0.021479
 41021				0.021479
 41038				0.021479
 41039				0.021479
 41040				0.021479
 41044				0.021479
 41046				0.021479
 41047				0.021479
 41063				0.021479
 41064				0.021479
 41070				0.021479
 41071				0.021479
 41075				0.021479
 41077				0.021479
 41078				0.021479
 41080				0.021479
 41081				0.021479
 41083				0.021479
 41084				0.021479
 41086				0.021479
 41110				0.021479
 41119				0.021479
 41122				0.021479
 41142				0.021479
 41143				0.021479
 41144				0.021479
 41145				0.021479
 41155				0.021479
 41156				0.021479
 41158				0.021479
 41160				0.021479
 41165				0.021479
 41195				0.021479
 41197				0.021479
 41198				0.021479
 41199				0.021479
 41200				0.021479
 41220				0.021479
 41231				0.021479
 41232				0.021479
 41250				0.021479
 41252				0.021479
 41256				0.021479
 41258				0.021479
 41259				0.021479
 41274				0.021479
 41283				0.021479
 41285				0.021479
 41286				0.021479
 41287				0.021479
 41288				0.021479
 41289				0.021479
 41294				0.021479
 41295				0.021479
 41296				0.021479
 41297				0.021479
 41300				0.021479
 41314				0.021479
 41316				0.021479
 41317				0.021479
 41318				0.021479
 41319				0.021479
 41320				0.021479
 41322				0.021479
 41324				0.021479
 41325				0.021479
 41326				0.021479
 41327				0.021479
 41328				0.021479
 41329				0.021479
 41330				0.021479
 41331				0.021479
 41332				0.021479
 41333				0.021479
 41334				0.021479
 41335				0.021479
 41338				0.021479
 41339				0.021479
 41340				0.021479
 41341				0.021479
 41344				0.021479
 41368				0.021479
 41369				0.021479
 41370				0.021479
 41372				0.021479
 41373				0.021479
 41375				0.021479
 41384				0.021479
 41385				0.021479
 41387				0.021479
 41388				0.021479
 41391				0.021479
 41392				0.021479
